Month,Precinct,CrimeName,CrimeCount
Oct,115,OFFENSES AGAINST THE PERSON,1
Oct,115,SEX CRIMES,5
Oct,106,ASSAULT 3 AND RELATED OFFENSES,2
Oct,106,HARRASSMENT 2,1
Oct,106,OFFENSES AGAINST THE PERSON,1
Oct,106,ROBBERY,1
Oct,106,SEX CRIMES,1
Oct,66,OFF. AGNST PUB ORD SENSBLTY AND,1
Oct,72,HARRASSMENT 2,1
Oct,72,ROBBERY,1
Oct,76,ASSAULT 3 AND RELATED OFFENSES,1
Oct,76,HARRASSMENT 2,1
Oct,78,ASSAULT 3 AND RELATED OFFENSES,1
Oct,78,HARRASSMENT 2,1
Oct,79,FELONY ASSAULT,1
Oct,79,HARRASSMENT 2,1
Oct,79,SEX CRIMES,1
Oct,84,ASSAULT 3 AND RELATED OFFENSES,5
Oct,84,FELONY ASSAULT,1
Oct,84,HARRASSMENT 2,6
Oct,84,OFF. AGNST PUB ORD SENSBLTY AND,2
Oct,84,SEX CRIMES,2
Oct,88,ASSAULT 3 AND RELATED OFFENSES,1
Oct,88,HARRASSMENT 2,2
Oct,88,ROBBERY,2
Oct,90,HARRASSMENT 2,1
Oct,90,ROBBERY,1
Oct,94,OFF. AGNST PUB ORD SENSBLTY AND,1
Oct,67,DISORDERLY CONDUCT,1
Oct,70,ASSAULT 3 AND RELATED OFFENSES,1
Oct,70,HARRASSMENT 2,3
Oct,71,ASSAULT 3 AND RELATED OFFENSES,2
Oct,71,HARRASSMENT 2,1
Oct,71,ROBBERY,1
Oct,73,ASSAULT 3 AND RELATED OFFENSES,1
Oct,73,HARRASSMENT 2,2
Oct,73,SEX CRIMES,1
Oct,77,DISORDERLY CONDUCT,2
Oct,77,FELONY ASSAULT,2
Oct,77,HARRASSMENT 2,1
Oct,77,OFF. AGNST PUB ORD SENSBLTY AND,1
Oct,77,OFFENSES AGAINST THE PERSON,1
Oct,77,ROBBERY,1
Oct,78,ASSAULT 3 AND RELATED OFFENSES,1
Oct,78,HARRASSMENT 2,1
Oct,78,OFFENSES AGAINST THE PERSON,1
Oct,84,ASSAULT 3 AND RELATED OFFENSES,2
Oct,84,DISORDERLY CONDUCT,1
Oct,84,HARRASSMENT 2,2
Oct,84,SEX CRIMES,1
Oct,88,ASSAULT 3 AND RELATED OFFENSES,1
Oct,88,HARRASSMENT 2,1
Oct,69,ASSAULT 3 AND RELATED OFFENSES,1
Oct,69,HARRASSMENT 2,1
Oct,73,ASSAULT 3 AND RELATED OFFENSES,6
Oct,73,HARRASSMENT 2,4
Oct,73,OFF. AGNST PUB ORD SENSBLTY AND,1
Oct,73,ROBBERY,1
Oct,75,ASSAULT 3 AND RELATED OFFENSES,3
Oct,75,FELONY ASSAULT,1
Oct,75,HARRASSMENT 2,2
Oct,75,ROBBERY,1
Oct,79,ASSAULT 3 AND RELATED OFFENSES,1
Oct,79,ROBBERY,1
Oct,81,HARRASSMENT 2,1
Oct,81,OFF. AGNST PUB ORD SENSBLTY AND,1
Oct,81,ROBBERY,1
Oct,81,SEX CRIMES,1
Oct,83,HARRASSMENT 2,4
Oct,83,SEX CRIMES,1
Oct,90,HARRASSMENT 2,1
Oct,90,ROBBERY,1
Oct,94,ASSAULT 3 AND RELATED OFFENSES,1
Oct,94,SEX CRIMES,1
Oct,104,ASSAULT 3 AND RELATED OFFENSES,1
Oct,104,ROBBERY,1
Oct,104,SEX CRIMES,1
Oct,60,ASSAULT 3 AND RELATED OFFENSES,1
Oct,60,HARRASSMENT 2,1
Oct,60,MISCELLANEOUS PENAL LAW,1
Oct,60,MURDER AND NON-NEGL. MANSLAUGHTE,1
Oct,60,ROBBERY,1
Oct,61,ASSAULT 3 AND RELATED OFFENSES,2
Oct,61,FELONY ASSAULT,1
Oct,61,ROBBERY,1
Oct,62,ASSAULT 3 AND RELATED OFFENSES,2
Oct,62,FELONY ASSAULT,1
Oct,62,ROBBERY,2
Oct,66,ASSAULT 3 AND RELATED OFFENSES,2
Oct,66,ROBBERY,1
Oct,68,FELONY ASSAULT,1
Oct,70,ASSAULT 3 AND RELATED OFFENSES,2
Oct,72,ROBBERY,1
Oct,14,ASSAULT 3 AND RELATED OFFENSES,1
Oct,14,HARRASSMENT 2,1
Nov,10,HARRASSMENT 2,2
Nov,14,ASSAULT 3 AND RELATED OFFENSES,4
Nov,14,FELONY ASSAULT,4
Nov,14,HARRASSMENT 2,7
Nov,14,ROBBERY,4
Nov,14,SEX CRIMES,3
Nov,18,ARSON,1
Nov,18,ASSAULT 3 AND RELATED OFFENSES,4
Nov,18,FELONY ASSAULT,2
Nov,18,HARRASSMENT 2,8
Nov,18,OFF. AGNST PUB ORD SENSBLTY AND,1
Nov,18,SEX CRIMES,1
Nov,20,ASSAULT 3 AND RELATED OFFENSES,4
Nov,20,HARRASSMENT 2,2
Nov,20,OFF. AGNST PUB ORD SENSBLTY AND,1
Nov,20,SEX CRIMES,2
Nov,24,ASSAULT 3 AND RELATED OFFENSES,1
Nov,1,ASSAULT 3 AND RELATED OFFENSES,6
Nov,1,HARRASSMENT 2,7
Nov,1,ROBBERY,1
Nov,5,ASSAULT 3 AND RELATED OFFENSES,1
Nov,5,HARRASSMENT 2,1
Nov,6,ASSAULT 3 AND RELATED OFFENSES,3
Nov,6,HARRASSMENT 2,2
Nov,6,SEX CRIMES,2
Nov,10,ASSAULT 3 AND RELATED OFFENSES,2
Nov,10,FELONY ASSAULT,3
Nov,10,HARRASSMENT 2,2
Nov,13,ASSAULT 3 AND RELATED OFFENSES,2
Nov,13,HARRASSMENT 2,1
Nov,14,ASSAULT 3 AND RELATED OFFENSES,3
Nov,14,BURGLARY,1
Nov,14,FELONY ASSAULT,1
Nov,14,HARRASSMENT 2,5
Nov,14,OFF. AGNST PUB ORD SENSBLTY AND,1
Nov,24,ASSAULT 3 AND RELATED OFFENSES,2
Nov,24,FELONY ASSAULT,2
Nov,24,HARRASSMENT 2,4
Nov,26,ASSAULT 3 AND RELATED OFFENSES,4
Nov,26,FELONY ASSAULT,3
Nov,26,HARRASSMENT 2,1
Nov,28,ASSAULT 3 AND RELATED OFFENSES,1
Nov,28,HARRASSMENT 2,1
Nov,30,ASSAULT 3 AND RELATED OFFENSES,1
Nov,30,FELONY ASSAULT,1
Nov,30,HARRASSMENT 2,1
Nov,30,SEX CRIMES,1
Nov,32,HARRASSMENT 2,1
Nov,33,ASSAULT 3 AND RELATED OFFENSES,3
Nov,33,HARRASSMENT 2,1
Nov,33,SEX CRIMES,1
Nov,34,HARRASSMENT 2,1
Nov,34,ROBBERY,2
Nov,50,HARRASSMENT 2,1
Nov,5,ASSAULT 3 AND RELATED OFFENSES,2
Nov,5,DISORDERLY CONDUCT,1
Nov,5,FELONY ASSAULT,1
Nov,5,HARRASSMENT 2,1
Nov,5,MISCELLANEOUS PENAL LAW,1
Nov,7,ASSAULT 3 AND RELATED OFFENSES,3
Nov,7,FELONY ASSAULT,1
Nov,7,HARRASSMENT 2,2
Nov,7,ROBBERY,1
Nov,9,HARRASSMENT 2,1
Nov,13,ASSAULT 3 AND RELATED OFFENSES,11
Nov,13,HARRASSMENT 2,5
Nov,13,OFF. AGNST PUB ORD SENSBLTY AND,1
Nov,13,ROBBERY,1
Nov,13,SEX CRIMES,2
Nov,14,ASSAULT 3 AND RELATED OFFENSES,4
Nov,14,FELONY ASSAULT,2
Nov,14,HARRASSMENT 2,3
Nov,14,OFF. AGNST PUB ORD SENSBLTY AND,1
Nov,17,ASSAULT 3 AND RELATED OFFENSES,5
Nov,17,FELONY ASSAULT,1
Nov,17,SEX CRIMES,2
Nov,19,ASSAULT 3 AND RELATED OFFENSES,6
Nov,19,HARRASSMENT 2,1
Nov,19,OFF. AGNST PUB ORD SENSBLTY AND,1
Nov,19,OFFENSES AGAINST THE PERSON,1
Nov,19,ROBBERY,1
Nov,19,SEX CRIMES,1
Nov,23,ASSAULT 3 AND RELATED OFFENSES,1
Nov,23,FELONY ASSAULT,1
Nov,23,SEX CRIMES,1
Nov,25,HARRASSMENT 2,3
Nov,25,OFFENSES AGAINST THE PERSON,1
Nov,40,ASSAULT 3 AND RELATED OFFENSES,7
Nov,40,ROBBERY,1
Nov,40,SEX CRIMES,1
Nov,44,ASSAULT 3 AND RELATED OFFENSES,3
Nov,44,FELONY ASSAULT,1
Nov,46,ASSAULT 3 AND RELATED OFFENSES,1
Nov,46,FELONY ASSAULT,2
Nov,46,HARRASSMENT 2,2
Nov,46,MISCELLANEOUS PENAL LAW,1
Nov,46,ROBBERY,1
Nov,52,ASSAULT 3 AND RELATED OFFENSES,1
Nov,52,DANGEROUS WEAPONS,1
Nov,52,FELONY ASSAULT,2
Nov,52,OFF. AGNST PUB ORD SENSBLTY AND,1
Nov,52,ROBBERY,2
Nov,40,ASSAULT 3 AND RELATED OFFENSES,2
Nov,40,FELONY ASSAULT,3
Nov,40,OFF. AGNST PUB ORD SENSBLTY AND,1
Nov,40,OFFENSES AGAINST THE PERSON,1
Nov,40,ROBBERY,1
Nov,41,ASSAULT 3 AND RELATED OFFENSES,1
Nov,41,HARRASSMENT 2,1
Nov,41,OFFENSES AGAINST THE PERSON,2
Nov,41,ROBBERY,1
Nov,42,ROBBERY,2
Nov,42,SEX CRIMES,1
Nov,43,OFFENSES AGAINST THE PERSON,1
Nov,43,ROBBERY,1
Nov,43,SEX CRIMES,2
Nov,45,ASSAULT 3 AND RELATED OFFENSES,1
Nov,47,ROBBERY,1
Nov,48,ASSAULT 3 AND RELATED OFFENSES,4
Nov,48,DISORDERLY CONDUCT,1
Nov,48,FELONY ASSAULT,2
Nov,48,HARRASSMENT 2,2
Nov,48,ROBBERY,1
Nov,49,ASSAULT 3 AND RELATED OFFENSES,1
Nov,49,FELONY ASSAULT,1
Nov,49,SEX CRIMES,1
Nov,102,ASSAULT 3 AND RELATED OFFENSES,2
Nov,102,HARRASSMENT 2,1
Nov,102,MISCELLANEOUS PENAL LAW,1
Nov,102,ROBBERY,2
Nov,103,ASSAULT 3 AND RELATED OFFENSES,1
Nov,107,HARRASSMENT 2,2
Nov,107,OFF. AGNST PUB ORD SENSBLTY AND,2
Nov,108,ASSAULT 3 AND RELATED OFFENSES,7
Nov,108,FELONY ASSAULT,1
Nov,108,HARRASSMENT 2,2
Nov,108,OFFENSES AGAINST THE PERSON,2
Nov,108,ROBBERY,1
Nov,108,SEX CRIMES,2
Nov,109,FELONY ASSAULT,1
Nov,109,HARRASSMENT 2,1
Nov,109,SEX CRIMES,1
Nov,110,ASSAULT 3 AND RELATED OFFENSES,3
Nov,110,HARRASSMENT 2,1
Nov,110,OFF. AGNST PUB ORD SENSBLTY AND,1
Nov,110,OFFENSES AGAINST THE PERSON,3
Nov,110,ROBBERY,1
Nov,110,SEX CRIMES,2
Nov,112,ASSAULT 3 AND RELATED OFFENSES,4
Nov,112,FELONY ASSAULT,2
Nov,112,HARRASSMENT 2,2
Nov,112,OFF. AGNST PUB ORD SENSBLTY AND,1
Nov,112,SEX CRIMES,1
Nov,114,ASSAULT 3 AND RELATED OFFENSES,3
Nov,114,FELONY ASSAULT,1
Nov,114,HARRASSMENT 2,2
Nov,114,ROBBERY,2
Nov,115,ASSAULT 3 AND RELATED OFFENSES,3
Nov,115,FELONY ASSAULT,2
Nov,115,OFF. AGNST PUB ORD SENSBLTY AND,1
Nov,115,OFFENSES AGAINST THE PERSON,2
Nov,115,ROBBERY,1
Nov,115,SEX CRIMES,1
Nov,100,HARRASSMENT 2,1
Nov,101,ASSAULT 3 AND RELATED OFFENSES,1
Nov,101,OFFENSES AGAINST THE PERSON,1
Nov,66,HARRASSMENT 2,1
Nov,78,ASSAULT 3 AND RELATED OFFENSES,1
Nov,79,HARRASSMENT 2,1
Nov,84,ASSAULT 3 AND RELATED OFFENSES,7
Nov,84,HARRASSMENT 2,5
Nov,88,DANGEROUS WEAPONS,1
Nov,88,ROBBERY,1
Nov,67,HARRASSMENT 2,1
Nov,70,ASSAULT 3 AND RELATED OFFENSES,2
Nov,70,HARRASSMENT 2,1
Nov,71,ASSAULT 3 AND RELATED OFFENSES,1
Nov,71,OFF. AGNST PUB ORD SENSBLTY AND,1
Nov,72,ASSAULT 3 AND RELATED OFFENSES,1
Nov,73,ASSAULT 3 AND RELATED OFFENSES,1
Nov,77,ASSAULT 3 AND RELATED OFFENSES,2
Nov,77,FELONY ASSAULT,1
Nov,77,HARRASSMENT 2,1
Nov,77,ROBBERY,1
Nov,78,ASSAULT 3 AND RELATED OFFENSES,3
Nov,78,FELONY ASSAULT,1
Nov,78,HARRASSMENT 2,3
Nov,78,ROBBERY,2
Nov,84,ASSAULT 3 AND RELATED OFFENSES,2
Nov,84,DISORDERLY CONDUCT,1
Nov,84,HARRASSMENT 2,1
Nov,88,ASSAULT 3 AND RELATED OFFENSES,2
Nov,88,OFF. AGNST PUB ORD SENSBLTY AND,1
Nov,88,SEX CRIMES,1
Nov,69,FELONY ASSAULT,1
Nov,73,ASSAULT 3 AND RELATED OFFENSES,3
Nov,73,FELONY ASSAULT,1
Nov,73,HARRASSMENT 2,4
Nov,75,ASSAULT 3 AND RELATED OFFENSES,2
Nov,75,HARRASSMENT 2,1
Nov,75,OFF. AGNST PUB ORD SENSBLTY AND,1
Nov,75,OFFENSES AGAINST THE PERSON,1
Nov,75,ROBBERY,1
Nov,79,ASSAULT 3 AND RELATED OFFENSES,1
Nov,79,OFF. AGNST PUB ORD SENSBLTY AND,1
Nov,81,HARRASSMENT 2,1
Nov,83,ASSAULT 3 AND RELATED OFFENSES,1
Nov,83,HARRASSMENT 2,1
Nov,83,ROBBERY,1
Nov,90,ASSAULT 3 AND RELATED OFFENSES,1
Nov,94,HARRASSMENT 2,1
Nov,94,SEX CRIMES,1
Nov,104,ASSAULT 3 AND RELATED OFFENSES,2
Nov,104,HARRASSMENT 2,2
Nov,60,ASSAULT 3 AND RELATED OFFENSES,1
Nov,60,FELONY ASSAULT,1
Nov,60,ROBBERY,1
Nov,61,ASSAULT 3 AND RELATED OFFENSES,3
Nov,61,HARRASSMENT 2,1
Nov,62,FELONY ASSAULT,2
Nov,62,HARRASSMENT 2,2
Nov,66,ASSAULT 3 AND RELATED OFFENSES,1
Nov,66,ROBBERY,1
Nov,68,ASSAULT 3 AND RELATED OFFENSES,1
Nov,70,HARRASSMENT 2,1
Nov,70,ROBBERY,1
Nov,72,HARRASSMENT 2,2
Nov,72,ROBBERY,1
Dec,14,ASSAULT 3 AND RELATED OFFENSES,9
Dec,14,FELONY ASSAULT,1
Dec,14,HARRASSMENT 2,10
Dec,14,OFF. AGNST PUB ORD SENSBLTY AND,2
Dec,14,OFFENSES AGAINST THE PERSON,1
Dec,14,SEX CRIMES,1
Dec,18,ASSAULT 3 AND RELATED OFFENSES,5
Dec,18,DANGEROUS WEAPONS,1
Dec,18,FELONY ASSAULT,3
Dec,18,HARRASSMENT 2,2
Dec,18,OFFENSES AGAINST THE PERSON,1
Dec,18,ROBBERY,2
Dec,18,SEX CRIMES,2
Dec,19,HARRASSMENT 2,1
Dec,20,ASSAULT 3 AND RELATED OFFENSES,1
Dec,20,HARRASSMENT 2,2
Dec,1,ASSAULT 3 AND RELATED OFFENSES,10
Dec,1,FELONY ASSAULT,1
Dec,1,HARRASSMENT 2,8
Dec,1,OFF. AGNST PUB ORD SENSBLTY AND,1
Dec,1,ROBBERY,3
Dec,5,ASSAULT 3 AND RELATED OFFENSES,1
Dec,5,HARRASSMENT 2,1
Dec,5,OFF. AGNST PUB ORD SENSBLTY AND,1
Dec,5,SEX CRIMES,1
Dec,6,ASSAULT 3 AND RELATED OFFENSES,5
Dec,6,FELONY ASSAULT,1
Dec,6,SEX CRIMES,1
Dec,10,ASSAULT 3 AND RELATED OFFENSES,2
Dec,10,HARRASSMENT 2,2
Dec,13,ASSAULT 3 AND RELATED OFFENSES,1
Dec,13,FELONY ASSAULT,1
Dec,13,HARRASSMENT 2,1
Dec,13,ROBBERY,1
Dec,14,ASSAULT 3 AND RELATED OFFENSES,2
Dec,14,FELONY ASSAULT,3
Dec,14,HARRASSMENT 2,2
Dec,14,MISCELLANEOUS PENAL LAW,1
Dec,14,OFF. AGNST PUB ORD SENSBLTY AND,1
Dec,14,OFFENSES AGAINST THE PERSON,1
Dec,14,SEX CRIMES,1
Dec,24,ASSAULT 3 AND RELATED OFFENSES,2
Dec,24,HARRASSMENT 2,1
Dec,24,ROBBERY,1
Dec,24,SEX CRIMES,1
Dec,26,HARRASSMENT 2,2
Dec,28,ASSAULT 3 AND RELATED OFFENSES,4
Dec,28,HARRASSMENT 2,2
Dec,28,SEX CRIMES,1
Dec,30,ASSAULT 3 AND RELATED OFFENSES,1
Dec,30,HARRASSMENT 2,4
Dec,30,ROBBERY,1
Dec,32,FELONY ASSAULT,1
Dec,32,HARRASSMENT 2,1
Dec,32,MISCELLANEOUS PENAL LAW,1
Dec,32,OFF. AGNST PUB ORD SENSBLTY AND,1
Dec,33,ASSAULT 3 AND RELATED OFFENSES,3
Dec,33,FELONY ASSAULT,2
Dec,33,HARRASSMENT 2,2
Dec,34,ASSAULT 3 AND RELATED OFFENSES,1
Dec,34,FELONY ASSAULT,2
Dec,34,OFF. AGNST PUB ORD SENSBLTY AND,2
Dec,5,ASSAULT 3 AND RELATED OFFENSES,3
Dec,5,HARRASSMENT 2,1
Dec,5,ROBBERY,1
Dec,7,HARRASSMENT 2,2
Dec,9,ASSAULT 3 AND RELATED OFFENSES,2
Dec,9,HARRASSMENT 2,1
Dec,9,ROBBERY,1
Dec,9,SEX CRIMES,1
Dec,13,ASSAULT 3 AND RELATED OFFENSES,5
Dec,13,HARRASSMENT 2,5
Dec,14,ASSAULT 3 AND RELATED OFFENSES,2
Dec,14,FELONY ASSAULT,2
Dec,14,HARRASSMENT 2,4
Dec,14,SEX CRIMES,1
Dec,17,FELONY ASSAULT,1
Dec,17,HARRASSMENT 2,1
Dec,17,ROBBERY,1
Dec,19,ASSAULT 3 AND RELATED OFFENSES,2
Dec,19,FELONY ASSAULT,1
Dec,19,HARRASSMENT 2,1
Dec,19,SEX CRIMES,1
Dec,23,ASSAULT 3 AND RELATED OFFENSES,1
Dec,23,HARRASSMENT 2,1
Dec,25,ASSAULT 3 AND RELATED OFFENSES,2
Dec,25,HARRASSMENT 2,4
Dec,25,SEX CRIMES,1
Dec,40,FELONY ASSAULT,2
Dec,40,HARRASSMENT 2,1
Dec,40,SEX CRIMES,1
Dec,44,ASSAULT 3 AND RELATED OFFENSES,7
Dec,44,DANGEROUS WEAPONS,1
Dec,44,FELONY ASSAULT,1
Dec,44,HARRASSMENT 2,1
Dec,44,SEX CRIMES,1
Dec,46,ASSAULT 3 AND RELATED OFFENSES,3
Dec,46,FELONY ASSAULT,4
Dec,46,HARRASSMENT 2,1
Dec,46,MISCELLANEOUS PENAL LAW,1
Dec,46,OFF. AGNST PUB ORD SENSBLTY AND,1
Dec,52,OFF. AGNST PUB ORD SENSBLTY AND,1
Dec,52,ROBBERY,1
Dec,40,ASSAULT 3 AND RELATED OFFENSES,3
Dec,40,HARRASSMENT 2,1
Dec,41,ASSAULT 3 AND RELATED OFFENSES,3
Dec,41,FELONY ASSAULT,1
Dec,41,OFFENSES AGAINST THE PERSON,1
Dec,41,ROBBERY,1
Dec,42,DISORDERLY CONDUCT,1
Dec,42,ROBBERY,1
Dec,47,ASSAULT 3 AND RELATED OFFENSES,2
Dec,47,ROBBERY,1
Dec,48,HARRASSMENT 2,1
Dec,48,MISCELLANEOUS PENAL LAW,1
Dec,49,FELONY ASSAULT,1
Dec,49,ROBBERY,1
Dec,102,ASSAULT 3 AND RELATED OFFENSES,1
Dec,102,FELONY ASSAULT,1
Dec,103,ASSAULT 3 AND RELATED OFFENSES,1
Dec,103,HARRASSMENT 2,2
Dec,107,ASSAULT 3 AND RELATED OFFENSES,1
Dec,107,FELONY ASSAULT,2
Dec,107,HARRASSMENT 2,1
Dec,108,ASSAULT 3 AND RELATED OFFENSES,3
Dec,108,FELONY ASSAULT,1
Dec,108,HARRASSMENT 2,2
Dec,108,OFF. AGNST PUB ORD SENSBLTY AND,1
Dec,108,OFFENSES AGAINST THE PERSON,2
Dec,108,ROBBERY,2
Dec,109,HARRASSMENT 2,1
Dec,110,ASSAULT 3 AND RELATED OFFENSES,3
Dec,110,FELONY ASSAULT,1
Dec,110,HARRASSMENT 2,2
Dec,110,MISCELLANEOUS PENAL LAW,1
Dec,110,OFFENSES AGAINST THE PERSON,2
Dec,110,ROBBERY,2
Dec,110,SEX CRIMES,1
Dec,112,ASSAULT 3 AND RELATED OFFENSES,4
Dec,112,FELONY ASSAULT,2
Dec,112,ROBBERY,2
Dec,112,SEX CRIMES,1
Dec,114,BURGLARY,1
Dec,114,HARRASSMENT 2,2
Dec,114,ROBBERY,2
Dec,115,ASSAULT 3 AND RELATED OFFENSES,1
Dec,115,HARRASSMENT 2,1
Dec,115,MISCELLANEOUS PENAL LAW,2
Dec,115,ROBBERY,1
Dec,115,SEX CRIMES,3
Dec,100,ASSAULT 3 AND RELATED OFFENSES,1
Dec,100,HARRASSMENT 2,2
Dec,101,ASSAULT 3 AND RELATED OFFENSES,2
Dec,101,FELONY ASSAULT,1
Dec,106,ASSAULT 3 AND RELATED OFFENSES,3
Dec,76,FELONY ASSAULT,1
Dec,76,MISCELLANEOUS PENAL LAW,1
Dec,79,HARRASSMENT 2,1
Dec,84,ASSAULT 3 AND RELATED OFFENSES,9
Dec,84,FELONY ASSAULT,2
Dec,84,HARRASSMENT 2,3
Dec,84,OFF. AGNST PUB ORD SENSBLTY AND,1
Dec,84,SEX CRIMES,2
Dec,88,ASSAULT 3 AND RELATED OFFENSES,1
Dec,90,ASSAULT 3 AND RELATED OFFENSES,1
Dec,67,ROBBERY,1
Dec,71,HARRASSMENT 2,1
Dec,71,ROBBERY,1
Dec,73,ROBBERY,3
Dec,77,ASSAULT 3 AND RELATED OFFENSES,1
Dec,77,DISORDERLY CONDUCT,2
Dec,77,FELONY ASSAULT,2
Dec,77,HARRASSMENT 2,1
Dec,78,ASSAULT 3 AND RELATED OFFENSES,3
Dec,78,FELONY ASSAULT,2
Dec,78,HARRASSMENT 2,1
Dec,78,ROBBERY,1
Dec,84,FELONY ASSAULT,1
Dec,84,HARRASSMENT 2,1
Dec,84,MISCELLANEOUS PENAL LAW,1
Dec,84,OFF. AGNST PUB ORD SENSBLTY AND,1
Dec,73,ASSAULT 3 AND RELATED OFFENSES,1
Dec,73,DANGEROUS WEAPONS,1
Dec,73,FELONY ASSAULT,1
Dec,75,ASSAULT 3 AND RELATED OFFENSES,1
Dec,75,DANGEROUS WEAPONS,1
Dec,75,HARRASSMENT 2,1
Dec,75,OFF. AGNST PUB ORD SENSBLTY AND,1
Dec,75,RAPE,1
Dec,75,ROBBERY,3
Dec,79,HARRASSMENT 2,1
Dec,81,DANGEROUS WEAPONS,1
Dec,81,FELONY ASSAULT,3
Dec,81,OFF. AGNST PUB ORD SENSBLTY AND,1
Dec,81,ROBBERY,1
Dec,83,ASSAULT 3 AND RELATED OFFENSES,3
Dec,83,HARRASSMENT 2,2
Dec,83,ROBBERY,1
Dec,90,ASSAULT 3 AND RELATED OFFENSES,2
Dec,90,HARRASSMENT 2,4
Dec,90,ROBBERY,2
Dec,104,ASSAULT 3 AND RELATED OFFENSES,1
Dec,104,FELONY ASSAULT,1
Dec,104,ROBBERY,1
Dec,60,ASSAULT 3 AND RELATED OFFENSES,4
Dec,60,HARRASSMENT 2,1
Dec,60,MURDER AND NON-NEGL. MANSLAUGHTE,1
Dec,61,ASSAULT 3 AND RELATED OFFENSES,1
Dec,61,DANGEROUS WEAPONS,2
Dec,61,FELONY ASSAULT,3
Dec,61,HARRASSMENT 2,1
Dec,61,ROBBERY,2
Dec,62,ASSAULT 3 AND RELATED OFFENSES,1
Dec,62,HARRASSMENT 2,1
Dec,62,MISCELLANEOUS PENAL LAW,1
Dec,68,ASSAULT 3 AND RELATED OFFENSES,2
Dec,68,HARRASSMENT 2,1
Dec,70,ASSAULT 3 AND RELATED OFFENSES,1
Dec,70,HARRASSMENT 2,2
Dec,72,HARRASSMENT 2,3